indicator_code,indicator_name,year,start_year,end_year,dimension_type,dimension_code,dimension_name,numeric,value
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1997,1997,1997,SEX,SEX_BTSX,Both sexes,48.860141462,48.9 [44.0-54.2]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2011,2011,2011,SEX,SEX_FMLE,Female,16001.0,16 001 [8425-24 189]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04186,0
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.84376,2.8
CM_02,Number of infant deaths,2020,2020,2020,SEX,SEX_MLE,Male,255093.0,255 093 [195 085-339 740]
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,42774.15045,42774.2
CM_04,Number of deaths among children ages 5 to 9 years,2016,2016,2016,SEX,SEX_FMLE,Female,39250.0,39 250 [32 848-45 948]
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.55126,1.6
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2001,2001,2001,SEX,SEX_MLE,Male,20.577655356,20.6 [18.4-23.1]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.56278,0.6
CM_01,Number of under-five deaths,2005,2005,2005,SEX,SEX_BTSX,Both sexes,154541.0,154 541 [141 554-168 550]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1993,1993,1993,SEX,SEX_MLE,Male,17307.0,17 307 [12 455-23 338]
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,43058.67562,43058.7
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1995,1995,1995,SEX,SEX_MLE,Male,23.802898007,23.8 [20.9-27.4]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2020,2020,2020,SEX,SEX_MLE,Male,20521.0,20 521 [6281-41 711]
CM_01,Number of under-five deaths,2004,2004,2004,SEX,SEX_BTSX,Both sexes,236611.0,236 611 [217 445-257 165]
CM_01,Number of under-five deaths,1997,1997,1997,SEX,SEX_BTSX,Both sexes,240001.0,240 001 [218 650-263 712]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01233,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1996,1996,1996,SEX,SEX_BTSX,Both sexes,251.339478325,251.3 [227.7-276.4]
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,69589.55295,69589.6
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2022,2022,2022,SEX,SEX_MLE,Male,113.184227801,113.2 [81.0-161.8]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1968,1968,1968,SEX,SEX_BTSX,Both sexes,157.156995119,157.2 [141.0-176.0]
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.48664,0.5
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,183775.2537,183775.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,53924.50117221732,9210.405471956225
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,1994,1994,1994,SEX,SEX_MLE,Male,54663.0,54 663 [48 323-62 563]
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,24.63109,24.6
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.03084,3
CM_01,Number of under-five deaths,2005,2005,2005,SEX,SEX_FMLE,Female,427448.0,427 448 [399 398-457 874]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2015,2015,2015,SEX,SEX_FMLE,Female,7.197609771,7.2 [3.0-12.0]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1982,1982,1982,SEX,SEX_BTSX,Both sexes,103.631776025,103.6 [95.3-112.3]
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,3159.130501359,3159
MORT_100,"Number of deaths in children aged <5 years, by cause",2003,2003,2003,SEX,SEX_BTSX,Both sexes,946.13955,946.1
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2005,2005,2005,SEX,SEX_MLE,Male,15613.0,15 613 [12 938-18 766]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.03008,0
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2021,2021,2021,SEX,SEX_FMLE,Female,55499.0,55 499 [43 428-74 191]
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.34894,2.3
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.90123,2.9
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1991,1991,1991,SEX,SEX_BTSX,Both sexes,228.08047274,228.1 [209.1-247.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,5193.95973,5194.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2010,2010,2010,SEX,SEX_BTSX,Both sexes,69.418253238,69.4 [62.0-77.7]
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.02731,3
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1998,1998,1998,SEX,SEX_MLE,Male,33.081303256,33.1 [29.3-37.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2004,2004,2004,SEX,SEX_FMLE,Female,9.221726557,9.2 [5.6-13.0]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2000,2000,2000,SEX,SEX_FMLE,Female,32751.0,32 751 [25 584-40 487]
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.08028,3.1
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1999,1999,1999,SEX,SEX_BTSX,Both sexes,23.179230785,23.2 [18.3-28.4]
MORT_200,Deaths per 1 000 live births,2004,2004,2004,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,18.65626,18.7
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,10590.14391,10590.1
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.99082,4
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1985,1985,1985,SEX,SEX_MLE,Male,111.415367332,111.4 [103.0-120.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,2017,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.09788,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02682,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1976,1976,1976,SEX,SEX_BTSX,Both sexes,236.194710773,236.2 [214.3-260.5]
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,2616.703269178,2617
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2015,2015,2015,SEX,SEX_BTSX,Both sexes,8.7123253,8.7 [6.9-11.1]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,110493.9272,110493.9
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02265,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.01776,0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2004,2004,2004,SEX,SEX_MLE,Male,94.027371348,94.0 [87.9-100.8]
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,53924.50117221732,9210.405471956225
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2016,2016,2016,SEX,SEX_BTSX,Both sexes,8.540003296,8.5 [6.6-11.1]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1994,1994,1994,SEX,SEX_FMLE,Female,15.395985581,15.4 [11.3-20.5]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2005,2005,2005,SEX,SEX_MLE,Male,10.288219829,10.3 [8.5-12.4]
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,46378.2624,46378.3
CM_01,Number of under-five deaths,1972,1972,1972,SEX,SEX_MLE,Male,374926.0,374 926 [336 699-420 741]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2015,2015,2015,SEX,SEX_FMLE,Female,15225.0,15 225 [11 750-19 796]
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.6695,2.7
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,10814.597655068,10 815
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,8966.48242,8966.5
CM_02,Number of infant deaths,2005,2005,2005,SEX,SEX_BTSX,Both sexes,512415.0,512 415 [479 536-548 111]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1992,1992,1992,SEX,SEX_BTSX,Both sexes,28.299601796,28.3 [20.9-36.5]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1996,1996,1996,SEX,SEX_MLE,Male,25.030077171,25.0 [19.1-31.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2021,2021,2021,SEX,SEX_MLE,Male,7.234084017,7.2 [2.1-15.0]
MORT_200,Deaths per 1 000 live births,2001,2001,2001,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,35.24382,35.2
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2015,2015,2015,SEX,SEX_MLE,Male,132.180457507,132.2 [113.9-154.4]
CM_04,Number of deaths among children ages 5 to 9 years,1992,1992,1992,SEX,SEX_FMLE,Female,34972.0,34 972 [30 389-40 940]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2018,2018,2018,SEX,SEX_MLE,Male,40320.0,40 320 [25 970-60 067]
CM_01,Number of under-five deaths,1994,1994,1994,SEX,SEX_BTSX,Both sexes,929635.0,929 635 [871 680-991 953]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2009,2009,2009,SEX,SEX_FMLE,Female,18.373438411,18.4 [14.4-22.7]
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.21809,5.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2009,2009,2009,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.05283,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008,2008,2008,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04897,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,17076.90808289,17 077
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2011,2011,2011,SEX,SEX_BTSX,Both sexes,105.58860606,105.6 [93.7-118.3]
MORT_200,Deaths per 1 000 live births,2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.01965,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2018,2018,2018,SEX,SEX_BTSX,Both sexes,157.384785833,157.4 [126.7-199.3]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1986,1986,1986,SEX,SEX_BTSX,Both sexes,208.65290739,208.7 [193.6-224.2]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2003,2003,2003,SEX,SEX_MLE,Male,19.495173009,19.5 [17.5-21.8]
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,12.00872,12
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,1913.6054,1913.6
MORT_200,Deaths per 1 000 live births,2003,2003,2003,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04756,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1991,1991,1991,SEX,SEX_FMLE,Female,12.684737795,12.7 [6.4-19.3]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2007,2007,2007,SEX,SEX_MLE,Male,9.297984427,9.3 [5.4-13.3]
CM_01,Number of under-five deaths,2020,2020,2020,SEX,SEX_MLE,Male,440133.0,440 133 [336 264-588 522]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1983,1983,1983,SEX,SEX_FMLE,Female,197.969727793,198.0 [181.7-214.4]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
WHOSIS_000014,Stillbirth rate (per 1000 total births),2003,2003,2003,SEX,SEX_BTSX,Both sexes,28.774276358,28.8 [17.1-48.7]
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,73908.32523,73908.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,25565.25022,25565.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,10713.76172,10713.8
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2009,2009,2009,SEX,SEX_BTSX,Both sexes,32514.0,32 514 [27 198-38 739]
MORT_200,Deaths per 1 000 live births,2003,2003,2003,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,6.22325,6.2
CM_02,Number of infant deaths,2022,2022,2022,SEX,SEX_BTSX,Both sexes,449414.0,449 414 [323 155-637 141]
CM_01,Number of under-five deaths,2016,2016,2016,SEX,SEX_BTSX,Both sexes,238604.0,238 604 [200 054-287 485]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.2174,0.2
CM_01,Number of under-five deaths,1982,1982,1982,SEX,SEX_MLE,Male,392212.0,392 212 [360 403-425 422]
CM_01,Number of under-five deaths,2002,2002,2002,SEX,SEX_FMLE,Female,438899.0,438 899 [411 226-468 876]
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,15073.864715576,15 074
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00011,0
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,5.0871,5.1
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.60652,1.6
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,4697.59706,4697.6
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,11163.64517,11163.6
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,148280.241922109,148 280
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,2002,2002,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.16268,0.2
MORT_100,"Number of deaths in children aged <5 years, by cause",2020,2020,2020,SEX,SEX_BTSX,Both sexes,183721.0759,183721.1
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2007,2007,2007,SEX,SEX_MLE,Male,15702.0,15 702 [13 043-18 838]
MORT_100,"Number of deaths in children aged <5 years, by cause",2017,2017,2017,SEX,SEX_BTSX,Both sexes,2369.27148,2369.3
CM_01,Number of under-five deaths,2002,2002,2002,SEX,SEX_MLE,Male,504628.0,504 628 [473 136-539 193]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2002,2002,2002,SEX,SEX_FMLE,Female,9.632993542,9.6 [5.8-13.6]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1997,1997,1997,SEX,SEX_FMLE,Female,33374.0,33 374 [25 431-42 130]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2010,2010,2010,SEX,SEX_FMLE,Female,67.549702193,67.5 [61.7-74.0]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.10782,0.1
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2017,2017,2017,SEX,SEX_BTSX,Both sexes,68.585571007,68.6 [56.9-83.9]
CM_01,Number of under-five deaths,2012,2012,2012,SEX,SEX_BTSX,Both sexes,240224.0,240 224 [213 969-270 400]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01333,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2005,2005,2005,SEX,SEX_MLE,Male,19.784257361,19.8 [15.6-24.2]
CM_03,Number of neonatal deaths,2017,2017,2017,SEX,SEX_BTSX,Both sexes,269709.0,269 709 [218 805-337 709]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2006,2006,2006,SEX,SEX_FMLE,Female,17.140634845,17.1 [15.3-19.2]
CM_02,Number of infant deaths,1996,1996,1996,SEX,SEX_FMLE,Female,228157.0,228 157 [213 688-243 842]
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,15.60911,15.6
CM_04,Number of deaths among children ages 5 to 9 years,2006,2006,2006,SEX,SEX_MLE,Male,39513.0,39 513 [35 317-44 225]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2013,2013,2013,SEX,SEX_MLE,Male,135.182717335,135.2 [120.5-152.4]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2001,2001,2001,SEX,SEX_FMLE,Female,32517.0,32 517 [25 494-39 998]
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,13.06962,13.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,10443.64084,10443.6
CM_01,Number of under-five deaths,2015,2015,2015,SEX,SEX_MLE,Male,489790.0,489 790 [421 632-573 084]
CM_04,Number of deaths among children ages 5 to 9 years,2011,2011,2011,SEX,SEX_BTSX,Both sexes,79169.0,79 169 [69 528-89 555]
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.80047,4.8
MORT_200,Deaths per 1 000 live births,2003,2003,2003,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,25.65583,25.7
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1997,1997,1997,SEX,SEX_MLE,Male,17214.0,17 214 [13 336-21 961]
CM_02,Number of infant deaths,1987,1987,1987,SEX,SEX_FMLE,Female,183063.0,183 063 [169 637-196 847]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2001,2001,2001,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.06714,0.1
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2012,2012,2012,SEX,SEX_BTSX,Both sexes,37.592237518,37.6 [32.8-43.0]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05301,0.1
MORT_200,Deaths per 1 000 live births,2013,2013,2013,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.34044,1.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,48087.14171,48087.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,17637.39962,17637.4
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,12.28869,12.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,2805.451453634,2805
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,10462.8291,10462.8
